"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"18.01.2019","2.473,61","2.454,19","2.473,61","2.451,65","","1,06%"
"17.01.2019","2.447,64","2.436,48","2.447,64","2.425,51","","0,54%"
"16.01.2019","2.434,60","2.440,34","2.446,13","2.426,80","","-0,20%"
"15.01.2019","2.439,55","2.442,26","2.457,35","2.423,86","","-0,02%"
"14.01.2019","2.440,15","2.438,35","2.440,15","2.418,65","","-0,18%"
"11.01.2019","2.444,45","2.435,71","2.448,17","2.430,45","","0,42%"
"10.01.2019","2.434,15","2.413,27","2.434,15","2.398,16","","0,83%"
"09.01.2019","2.414,13","2.393,55","2.414,13","2.393,55","","1,02%"
"08.01.2019","2.389,69","2.400,96","2.403,66","2.375,01","","-0,70%"
"04.01.2019","2.406,50","2.377,71","2.406,50","2.377,71","","1,30%"
"03.01.2019","2.375,60","2.370,56","2.387,21","2.350,41","","0,26%"
"29.12.2018","2.369,33","2.359,38","2.370,00","2.357,10","","0,46%"
"28.12.2018","2.358,50","2.329,96","2.369,24","2.329,96","","1,32%"
"27.12.2018","2.327,81","2.316,66","2.340,63","2.316,66","","0,82%"
"26.12.2018","2.308,85","2.291,98","2.315,98","2.291,98","","0,79%"
"25.12.2018","2.290,86","2.318,43","2.318,43","2.258,27","","-1,35%"
"24.12.2018","2.322,27","2.345,98","2.346,36","2.315,43","","-1,06%"
"21.12.2018","2.347,17","2.351,98","2.351,98","2.330,86","","-0,24%"
"20.12.2018","2.352,88","2.348,79","2.352,88","2.317,57","","-0,24%"
"19.12.2018","2.358,58","2.347,28","2.360,36","2.330,72","","0,35%"
"18.12.2018","2.350,29","2.353,75","2.353,75","2.321,57","","-0,37%"
"17.12.2018","2.359,13","2.363,55","2.379,07","2.354,87","","-0,28%"
"14.12.2018","2.365,69","2.376,87","2.376,87","2.351,62","","-0,54%"
"13.12.2018","2.378,50","2.368,30","2.379,18","2.359,83","","0,34%"
"12.12.2018","2.370,35","2.392,84","2.395,81","2.366,76","","-1,00%"
"11.12.2018","2.394,26","2.397,71","2.408,07","2.382,20","","-0,11%"
"10.12.2018","2.396,84","2.426,40","2.429,72","2.396,69","","-1,42%"
"07.12.2018","2.431,29","2.415,04","2.440,03","2.412,70","","0,79%"
"06.12.2018","2.412,31","2.438,79","2.438,79","2.391,63","","-1,36%"
"05.12.2018","2.445,55","2.425,02","2.445,55","2.409,32","","0,09%"
"04.12.2018","2.443,38","2.440,63","2.449,92","2.426,71","","0,09%"
"03.12.2018","2.441,19","2.405,18","2.446,15","2.405,18","","2,04%"
"30.11.2018","2.392,50","2.394,54","2.402,14","2.378,74","","-0,25%"
"29.11.2018","2.398,56","2.387,45","2.410,49","2.377,92","","0,73%"
"28.11.2018","2.381,12","2.341,11","2.386,82","2.341,11","","1,81%"
"27.11.2018","2.338,71","2.311,17","2.345,01","2.310,32","","1,31%"
"26.11.2018","2.308,50","2.344,38","2.346,94","2.284,30","","-1,47%"
"23.11.2018","2.342,97","2.368,39","2.368,39","2.334,00","","-1,12%"
"22.11.2018","2.369,53","2.358,14","2.372,06","2.348,04","","0,49%"
"21.11.2018","2.357,97","2.339,29","2.362,28","2.336,18","","0,70%"
"20.11.2018","2.341,60","2.371,71","2.369,60","2.323,95","","-1,36%"
"19.11.2018","2.373,78","2.375,21","2.391,72","2.368,45","","0,05%"
"16.11.2018","2.372,67","2.384,76","2.398,20","2.365,20","","-0,37%"
"15.11.2018","2.381,45","2.382,43","2.396,93","2.377,48","","0,12%"
"14.11.2018","2.378,59","2.368,89","2.379,67","2.346,68","","0,15%"
"13.11.2018","2.374,94","2.388,27","2.398,95","2.373,61","","-0,79%"
"12.11.2018","2.393,81","2.407,97","2.425,08","2.391,57","","-0,40%"
"09.11.2018","2.403,47","2.431,85","2.431,85","2.385,23","","-1,44%"
"08.11.2018","2.438,62","2.446,23","2.454,84","2.430,84","","-0,27%"
"07.11.2018","2.445,34","2.411,46","2.445,34","2.392,05","","1,37%"
"06.11.2018","2.412,31","2.381,38","2.412,31","2.381,38","","1,44%"
"02.11.2018","2.377,95","2.364,36","2.385,95","2.363,64","","0,79%"
"01.11.2018","2.359,33","2.352,94","2.366,37","2.333,09","","0,28%"
"31.10.2018","2.352,71","2.306,18","2.352,71","2.306,18","","2,29%"
"30.10.2018","2.299,98","2.311,54","2.316,89","2.283,13","","-0,74%"
"29.10.2018","2.317,06","2.290,53","2.321,77","2.287,05","","1,04%"
"26.10.2018","2.293,22","2.328,82","2.328,82","2.275,58","","-1,65%"
"25.10.2018","2.331,59","2.323,03","2.336,68","2.307,06","","-0,21%"
"24.10.2018","2.336,49","2.311,28","2.348,87","2.307,96","","1,34%"
"23.10.2018","2.305,58","2.302,84","2.321,46","2.289,23","","-0,13%"
"22.10.2018","2.308,56","2.347,29","2.361,00","2.306,26","","-1,55%"
"19.10.2018","2.344,79","2.381,06","2.381,83","2.342,05","","-1,42%"
"18.10.2018","2.378,62","2.408,97","2.411,22","2.377,37","","-1,36%"
"17.10.2018","2.411,42","2.422,45","2.433,50","2.400,53","","-0,24%"
"16.10.2018","2.417,26","2.387,35","2.418,65","2.377,81","","1,18%"
"15.10.2018","2.389,05","2.405,53","2.414,16","2.374,80","","-0,58%"
"12.10.2018","2.403,02","2.371,68","2.407,40","2.371,68","","1,54%"
"11.10.2018","2.366,47","2.386,03","2.388,63","2.351,68","","-2,12%"
"10.10.2018","2.417,69","2.445,78","2.454,28","2.411,06","","-1,07%"
"09.10.2018","2.443,83","2.459,63","2.478,87","2.443,83","","-0,43%"
"08.10.2018","2.454,28","2.449,95","2.466,17","2.436,49","","0,14%"
"05.10.2018","2.450,90","2.458,28","2.466,31","2.436,98","","-0,57%"
"04.10.2018","2.465,03","2.492,54","2.498,07","2.459,02","","-1,16%"
"03.10.2018","2.493,91","2.451,45","2.501,78","2.451,45","","1,80%"
"02.10.2018","2.449,70","2.475,65","2.480,19","2.445,51","","-0,91%"
"01.10.2018","2.472,22","2.481,45","2.493,82","2.461,77","","-0,13%"
"28.09.2018","2.475,36","2.467,95","2.476,86","2.446,53","","0,03%"
"27.09.2018","2.474,57","2.423,75","2.474,57","2.423,14","","1,95%"
"26.09.2018","2.427,29","2.445,35","2.449,42","2.421,45","","-0,69%"
"25.09.2018","2.444,22","2.432,76","2.444,65","2.420,30","","0,58%"
"24.09.2018","2.430,01","2.426,41","2.432,64","2.417,45","","0,13%"
"21.09.2018","2.426,80","2.401,35","2.426,80","2.401,00","","1,08%"
"20.09.2018","2.400,89","2.405,36","2.434,94","2.400,89","","-0,15%"
"19.09.2018","2.404,42","2.405,31","2.416,53","2.396,18","","0,08%"
"18.09.2018","2.402,58","2.374,09","2.402,58","2.372,00","","1,21%"
"17.09.2018","2.373,75","2.362,24","2.373,76","2.350,09","","0,57%"
"14.09.2018","2.360,26","2.359,06","2.369,06","2.345,51","","0,12%"
"13.09.2018","2.357,32","2.339,40","2.373,61","2.339,40","","0,71%"
"12.09.2018","2.340,63","2.339,77","2.350,00","2.328,28","","0,23%"
"11.09.2018","2.335,19","2.336,16","2.345,65","2.314,80","","-0,03%"
"10.09.2018","2.335,85","2.322,67","2.335,85","2.320,04","","0,60%"
"07.09.2018","2.321,82","2.321,66","2.330,84","2.305,27","","0,05%"
"06.09.2018","2.320,65","2.320,08","2.342,02","2.320,08","","-0,03%"
"05.09.2018","2.321,33","2.333,04","2.341,37","2.321,33","","-0,64%"
"04.09.2018","2.336,38","2.348,65","2.358,88","2.332,34","","-0,41%"
"03.09.2018","2.346,08","2.344,30","2.353,09","2.339,39","","0,01%"
"31.08.2018","2.345,85","2.328,52","2.345,85","2.310,78","","0,64%"
"30.08.2018","2.330,92","2.352,06","2.359,58","2.325,80","","-0,75%"
"29.08.2018","2.348,44","2.316,73","2.348,44","2.316,66","","1,39%"
"28.08.2018","2.316,28","2.313,85","2.323,45","2.310,99","","0,14%"
"27.08.2018","2.312,93","2.281,87","2.312,93","2.281,87","","1,45%"
"24.08.2018","2.279,76","2.258,94","2.281,74","2.240,71","","0,87%"
"23.08.2018","2.260,04","2.293,98","2.303,47","2.258,11","","-1,61%"
"22.08.2018","2.297,06","2.296,17","2.306,10","2.278,23","","0,23%"
"21.08.2018","2.291,76","2.274,36","2.291,76","2.259,81","","0,85%"
"20.08.2018","2.272,49","2.266,06","2.279,52","2.265,19","","0,77%"
"17.08.2018","2.255,12","2.261,69","2.268,89","2.247,45","","-0,26%"
"16.08.2018","2.261,09","2.269,02","2.273,44","2.249,77","","-0,27%"
"15.08.2018","2.267,13","2.281,40","2.282,34","2.246,45","","-0,69%"
"14.08.2018","2.282,88","2.298,73","2.305,88","2.268,92","","-0,12%"
"13.08.2018","2.285,61","2.264,60","2.298,36","2.255,75","","0,46%"
"10.08.2018","2.275,05","2.295,59","2.308,46","2.259,67","","-1,50%"
"09.08.2018","2.309,58","2.282,02","2.309,58","2.257,51","","0,72%"
"08.08.2018","2.293,01","2.308,62","2.310,65","2.275,15","","-0,83%"
"07.08.2018","2.312,19","2.303,47","2.320,38","2.301,21","","0,54%"
"06.08.2018","2.299,88","2.297,62","2.310,96","2.286,88","","0,08%"
"03.08.2018","2.297,99","2.294,37","2.299,08","2.277,30","","0,12%"
"02.08.2018","2.295,15","2.311,78","2.321,78","2.288,11","","-0,87%"
"01.08.2018","2.315,18","2.317,83","2.326,36","2.307,99","","-0,26%"
"31.07.2018","2.321,11","2.290,76","2.321,11","2.286,84","","1,11%"
"30.07.2018","2.295,72","2.288,29","2.298,76","2.276,68","","0,13%"
"27.07.2018","2.292,72","2.293,87","2.298,07","2.275,23","","-0,02%"
"26.07.2018","2.293,07","2.287,75","2.300,05","2.283,01","","0,45%"
"25.07.2018","2.282,84","2.268,11","2.285,22","2.258,31","","0,20%"
"24.07.2018","2.278,30","2.264,38","2.281,62","2.263,36","","0,75%"
"23.07.2018","2.261,25","2.250,57","2.273,13","2.250,57","","0,60%"
"20.07.2018","2.247,82","2.269,97","2.274,66","2.239,77","","-0,95%"
"19.07.2018","2.269,45","2.297,15","2.297,15","2.262,99","","-1,10%"
"18.07.2018","2.294,78","2.294,22","2.303,39","2.284,45","","-0,70%"
"17.07.2018","2.310,92","2.325,28","2.325,28","2.293,76","","-1,00%"
"16.07.2018","2.334,18","2.343,02","2.352,30","2.321,33","","-0,52%"
"13.07.2018","2.346,43","2.326,76","2.346,43","2.324,90","","1,05%"
"12.07.2018","2.322,06","2.332,23","2.336,52","2.307,95","","-0,60%"
"11.07.2018","2.336,15","2.355,79","2.355,44","2.326,24","","-1,23%"
"10.07.2018","2.365,17","2.368,28","2.379,33","2.359,16","","-0,34%"
"09.07.2018","2.373,17","2.351,69","2.375,83","2.351,69","","1,18%"
"06.07.2018","2.345,38","2.342,62","2.350,97","2.319,94","","-0,06%"
"05.07.2018","2.346,86","2.299,68","2.346,86","2.293,78","","1,86%"
"04.07.2018","2.304,06","2.301,68","2.309,57","2.299,45","","0,10%"
"03.07.2018","2.301,65","2.319,37","2.320,41","2.296,92","","-0,76%"
"02.07.2018","2.319,31","2.294,10","2.327,72","2.287,85","","1,02%"
"29.06.2018","2.295,95","2.262,16","2.295,95","2.261,58","","2,03%"
"28.06.2018","2.250,26","2.254,46","2.264,76","2.246,92","","-0,15%"
"27.06.2018","2.253,60","2.239,75","2.265,33","2.223,28","","1,01%"
"26.06.2018","2.231,03","2.238,35","2.253,30","2.229,47","","-0,25%"
"25.06.2018","2.236,65","2.234,22","2.255,69","2.232,82","","-0,58%"
"22.06.2018","2.249,68","2.250,99","2.262,18","2.236,44","","0,17%"
"21.06.2018","2.245,94","2.255,51","2.268,93","2.243,71","","-0,46%"
"20.06.2018","2.256,27","2.226,49","2.263,76","2.236,40","","1,57%"
"19.06.2018","2.221,42","2.216,94","2.228,84","2.192,63","","-0,05%"
"18.06.2018","2.222,56","2.234,53","2.241,30","2.216,21","","-0,67%"
"15.06.2018","2.237,53","2.254,09","2.261,74","2.235,93","","-0,71%"
"14.06.2018","2.253,48","2.268,94","2.269,10","2.247,96","","-0,76%"
"13.06.2018","2.270,73","2.275,69","2.283,73","2.268,36","","-0,04%"
"11.06.2018","2.271,74","2.283,64","2.285,14","2.260,40","","-0,43%"
"09.06.2018","2.281,51","2.268,99","2.284,13","2.268,99","","0,60%"
"08.06.2018","2.267,92","2.313,00","2.316,92","2.267,92","","-2,08%"
"07.06.2018","2.316,07","2.318,28","2.326,44","2.316,07","","0,03%"
"06.06.2018","2.315,45","2.319,33","2.322,05","2.302,70","","-0,12%"
"05.06.2018","2.318,23","2.322,71","2.329,03","2.310,82","","-0,23%"
"04.06.2018","2.323,64","2.299,65","2.324,20","2.299,65","","1,23%"
"01.06.2018","2.295,34","2.297,13","2.311,95","2.292,97","","-0,33%"
"31.05.2018","2.302,88","2.303,34","2.315,15","2.289,65","","0,23%"
"30.05.2018","2.297,60","2.298,52","2.307,82","2.289,21","","-0,02%"
"29.05.2018","2.298,00","2.314,11","2.316,59","2.285,41","","-0,57%"
"28.05.2018","2.311,28","2.306,23","2.314,48","2.301,82","","0,20%"
"25.05.2018","2.306,57","2.297,91","2.316,13","2.296,91","","0,55%"
"24.05.2018","2.294,01","2.298,73","2.310,08","2.289,68","","-0,07%"
"23.05.2018","2.295,57","2.317,00","2.318,77","2.294,98","","-1,35%"
"22.05.2018","2.326,87","2.333,89","2.336,77","2.317,78","","-0,25%"
"21.05.2018","2.332,63","2.328,42","2.347,93","2.328,42","","0,24%"
"18.05.2018","2.326,94","2.323,75","2.338,94","2.321,93","","0,15%"
"17.05.2018","2.323,51","2.342,22","2.346,04","2.323,51","","-0,64%"
"16.05.2018","2.338,39","2.336,52","2.350,49","2.328,86","","0,06%"
"15.05.2018","2.337,03","2.353,22","2.354,11","2.330,59","","-0,87%"
"14.05.2018","2.357,62","2.345,93","2.358,59","2.326,27","","0,53%"
"11.05.2018","2.345,26","2.317,60","2.346,98","2.317,53","","1,40%"
"10.05.2018","2.312,92","2.315,39","2.322,45","2.303,15","","0,47%"
"08.05.2018","2.301,99","2.292,78","2.301,99","2.277,17","","0,21%"
"07.05.2018","2.297,12","2.294,10","2.313,73","2.292,63","","0,33%"
"04.05.2018","2.289,47","2.278,90","2.294,35","2.278,90","","0,68%"
"03.05.2018","2.274,07","2.303,34","2.313,85","2.274,07","","-1,40%"
"02.05.2018","2.306,42","2.304,28","2.317,43","2.298,52","","-0,03%"
"30.04.2018","2.307,02","2.296,11","2.322,38","2.289,33","","0,42%"
"28.04.2018","2.297,30","2.300,85","2.300,85","2.288,23","","-0,18%"
"27.04.2018","2.301,49","2.287,95","2.302,54","2.281,49","","0,68%"
"26.04.2018","2.286,02","2.255,66","2.286,73","2.253,92","","1,44%"
"25.04.2018","2.253,50","2.245,06","2.253,50","2.229,66","","-0,01%"
"24.04.2018","2.253,77","2.260,17","2.270,61","2.245,57","","0,12%"
"23.04.2018","2.250,99","2.232,33","2.250,99","2.212,16","","0,82%"
"20.04.2018","2.232,66","2.231,08","2.242,72","2.222,81","","0,09%"
"19.04.2018","2.230,55","2.248,08","2.265,92","2.219,49","","-0,49%"
"18.04.2018","2.241,49","2.193,73","2.246,60","2.191,67","","2,30%"
"17.04.2018","2.191,19","2.173,45","2.191,19","2.165,21","","2,22%"
"16.04.2018","2.143,67","2.156,28","2.179,75","2.141,17","","-1,45%"
"13.04.2018","2.175,16","2.210,02","2.219,10","2.167,90","","-1,58%"
"12.04.2018","2.210,05","2.206,94","2.220,83","2.173,60","","0,82%"
"11.04.2018","2.192,15","2.172,45","2.231,26","2.157,92","","0,85%"
"10.04.2018","2.173,76","2.090,73","2.199,44","2.083,30","","3,96%"
"09.04.2018","2.090,88","2.272,40","2.272,40","2.065,32","","-8,34%"
"06.04.2018","2.281,23","2.286,35","2.293,99","2.274,91","","-0,65%"
"05.04.2018","2.296,25","2.270,16","2.297,69","2.270,16","","1,35%"
"04.04.2018","2.265,60","2.264,74","2.273,53","2.248,48","","0,08%"
"03.04.2018","2.263,85","2.259,80","2.264,07","2.245,83","","0,32%"
"02.04.2018","2.256,64","2.271,91","2.294,08","2.256,64","","-0,63%"
"30.03.2018","2.270,98","2.278,94","2.281,54","2.270,98","","-0,16%"
"29.03.2018","2.274,62","2.251,61","2.274,62","2.251,61","","1,13%"
"28.03.2018","2.249,23","2.260,18","2.260,18","2.241,07","","-0,59%"
"27.03.2018","2.262,50","2.248,11","2.271,62","2.243,08","","0,97%"
"26.03.2018","2.240,85","2.285,15","2.285,15","2.240,85","","-1,95%"
"23.03.2018","2.285,53","2.272,32","2.288,15","2.259,78","","-0,01%"
"22.03.2018","2.285,76","2.311,31","2.317,38","2.279,63","","-1,02%"
"21.03.2018","2.309,36","2.292,74","2.316,08","2.290,18","","0,79%"
"20.03.2018","2.291,18","2.281,53","2.293,85","2.263,48","","0,41%"
"19.03.2018","2.281,72","2.299,01","2.302,78","2.279,50","","-0,56%"
"16.03.2018","2.294,60","2.273,51","2.294,60","2.255,95","","0,97%"
"15.03.2018","2.272,49","2.275,06","2.284,79","2.262,21","","-0,12%"
"14.03.2018","2.275,24","2.316,60","2.316,60","2.275,24","","-1,90%"
"13.03.2018","2.319,38","2.315,24","2.326,06","2.305,25","","0,06%"
"12.03.2018","2.318,01","2.317,19","2.326,41","2.309,60","","0,27%"
"09.03.2018","2.311,69","2.290,77","2.311,69","2.286,23","","0,89%"
"07.03.2018","2.291,23","2.299,38","2.299,38","2.269,90","","-0,52%"
"06.03.2018","2.303,32","2.312,60","2.325,16","2.302,11","","-0,27%"
"05.03.2018","2.309,53","2.291,90","2.317,01","2.291,90","","0,90%"
"02.03.2018","2.288,84","2.295,15","2.301,77","2.263,77","","-0,39%"
"01.03.2018","2.297,90","2.286,41","2.306,51","2.281,22","","0,05%"
"28.02.2018","2.296,80","2.338,26","2.338,26","2.296,80","","-1,93%"
"27.02.2018","2.341,89","2.356,75","2.357,10","2.333,38","","-0,48%"
"26.02.2018","2.353,16","2.353,89","2.376,96","2.346,73","","0,70%"
"22.02.2018","2.336,82","2.316,09","2.336,82","2.307,28","","0,71%"
"21.02.2018","2.320,32","2.268,27","2.320,32","2.265,85","","2,21%"
"20.02.2018","2.270,12","2.256,01","2.271,37","2.254,92","","0,67%"
"19.02.2018","2.254,92","2.255,37","2.266,89","2.251,18","","-0,02%"
"16.02.2018","2.255,27","2.266,42","2.283,65","2.248,30","","-0,45%"
"15.02.2018","2.265,45","2.267,82","2.280,27","2.265,45","","0,33%"
"14.02.2018","2.257,95","2.252,95","2.259,06","2.232,96","","0,33%"
"13.02.2018","2.250,63","2.225,71","2.250,63","2.220,69","","1,37%"
"12.02.2018","2.220,12","2.208,98","2.229,81","2.206,28","","1,05%"
"09.02.2018","2.197,12","2.209,67","2.217,89","2.181,96","","-1,35%"
"08.02.2018","2.227,24","2.248,98","2.259,40","2.227,24","","-1,22%"
"07.02.2018","2.254,64","2.247,99","2.267,35","2.247,99","","0,73%"
"06.02.2018","2.238,24","2.233,31","2.258,79","2.222,85","","-1,70%"
"05.02.2018","2.276,85","2.272,67","2.281,97","2.255,43","","-0,22%"
"02.02.2018","2.281,84","2.303,06","2.309,60","2.272,84","","-0,90%"
"01.02.2018","2.302,57","2.292,22","2.313,21","2.288,31","","0,55%"
"31.01.2018","2.289,99","2.278,83","2.295,88","2.266,95","","0,42%"
"30.01.2018","2.280,36","2.276,37","2.301,98","2.264,16","","-0,17%"
"29.01.2018","2.284,27","2.295,34","2.303,49","2.280,92","","-0,48%"
"26.01.2018","2.295,26","2.317,15","2.317,15","2.281,71","","-1,07%"
"25.01.2018","2.320,03","2.311,56","2.328,48","2.307,62","","0,57%"
"24.01.2018","2.306,99","2.297,69","2.306,99","2.283,20","","0,35%"
"23.01.2018","2.298,95","2.311,99","2.315,77","2.281,52","","-0,42%"
"22.01.2018","2.308,61","2.286,04","2.308,61","2.285,32","","0,97%"
"19.01.2018","2.286,33","2.298,07","2.306,79","2.273,24","","-0,48%"
"18.01.2018","2.297,47","2.279,34","2.299,64","2.279,34","","0,86%"
"17.01.2018","2.277,89","2.250,71","2.277,89","2.231,70","","0,89%"
"16.01.2018","2.257,89","2.262,09","2.265,64","2.232,92","","-0,16%"
"15.01.2018","2.261,53","2.268,01","2.280,17","2.259,66","","-0,04%"
"12.01.2018","2.262,38","2.245,70","2.262,38","2.234,42","","0,71%"
"11.01.2018","2.246,45","2.232,19","2.246,82","2.221,61","","0,64%"
"10.01.2018","2.232,27","2.227,33","2.233,63","2.213,77","","0,31%"
"09.01.2018","2.225,39","2.211,40","2.242,87","2.211,40","","0,81%"
"05.01.2018","2.207,41","2.196,69","2.207,41","2.188,35","","0,45%"
"04.01.2018","2.197,60","2.153,87","2.197,60","2.153,87","","2,07%"
"03.01.2018","2.152,97","2.111,24","2.152,97","2.111,24","","2,05%"
"29.12.2017","2.109,74","2.102,81","2.110,90","2.091,93","","0,33%"
"28.12.2017","2.102,89","2.105,98","2.106,25","2.088,67","","-0,16%"
"27.12.2017","2.106,17","2.099,09","2.108,74","2.091,94","","0,44%"
"26.12.2017","2.097,03","2.105,51","2.107,48","2.086,61","","-0,38%"
"25.12.2017","2.105,06","2.109,38","2.115,68","2.100,76","","0,10%"
"22.12.2017","2.102,94","2.095,56","2.109,44","2.089,60","","0,46%"
"21.12.2017","2.093,38","2.101,23","2.103,62","2.082,29","","-0,46%"
"20.12.2017","2.102,97","2.116,97","2.120,57","2.101,93","","-0,72%"
"19.12.2017","2.118,16","2.133,93","2.139,27","2.112,99","","-0,77%"
"18.12.2017","2.134,58","2.144,92","2.155,92","2.122,05","","-0,44%"
"15.12.2017","2.143,99","2.151,23","2.151,23","2.135,85","","-0,39%"
"14.12.2017","2.152,41","2.132,54","2.152,41","2.127,74","","0,96%"
"13.12.2017","2.131,94","2.152,39","2.158,25","2.127,10","","-1,33%"
"12.12.2017","2.160,75","2.151,96","2.160,75","2.142,06","","0,57%"
"11.12.2017","2.148,60","2.104,62","2.148,60","2.104,62","","2,07%"
"08.12.2017","2.104,99","2.106,38","2.118,71","2.097,29","","0,09%"
"07.12.2017","2.103,15","2.120,80","2.120,83","2.100,87","","-0,99%"
"06.12.2017","2.124,12","2.110,80","2.126,16","2.102,90","","0,49%"
"05.12.2017","2.113,69","2.117,70","2.117,70","2.099,77","","-0,27%"
"04.12.2017","2.119,42","2.104,90","2.123,08","2.087,37","","0,64%"
"01.12.2017","2.105,99","2.102,54","2.109,33","2.091,89","","0,26%"
"30.11.2017","2.100,62","2.121,93","2.123,18","2.092,20","","-1,10%"
"29.11.2017","2.124,08","2.148,95","2.150,88","2.120,24","","-1,18%"
"28.11.2017","2.149,45","2.144,53","2.149,45","2.126,06","","0,17%"
"27.11.2017","2.145,87","2.159,02","2.164,32","2.139,12","","-0,71%"
"24.11.2017","2.161,17","2.148,59","2.163,61","2.144,62","","0,59%"
"23.11.2017","2.148,56","2.159,88","2.160,64","2.143,06","","-0,54%"
"22.11.2017","2.160,16","2.158,33","2.168,01","2.151,30","","0,20%"
"21.11.2017","2.155,82","2.132,50","2.155,82","2.132,50","","1,19%"
"20.11.2017","2.130,39","2.132,40","2.139,91","2.123,76","","-0,07%"
"17.11.2017","2.131,91","2.135,58","2.139,43","2.127,95","","-0,03%"
"16.11.2017","2.132,65","2.135,18","2.147,83","2.112,20","","0,04%"
"15.11.2017","2.131,75","2.159,83","2.162,41","2.131,75","","-1,62%"
"14.11.2017","2.166,83","2.166,11","2.185,56","2.166,11","","-0,04%"
"13.11.2017","2.167,63","2.169,85","2.191,71","2.167,63","","-0,08%"
"10.11.2017","2.169,26","2.184,64","2.190,56","2.166,68","","-0,66%"
"09.11.2017","2.183,61","2.162,00","2.183,61","2.156,48","","0,95%"
"08.11.2017","2.163,01","2.155,21","2.178,42","2.144,98","","0,35%"
"07.11.2017","2.155,55","2.092,78","2.155,55","2.092,78","","3,57%"
